TrainAcc,TrainLoss,ValidAcc,ValidLoss
0.4635416666666667,1.3940437684456508,0.5677083333333334,1.1454163044691086
0.61328125,1.0045098314682643,0.6484375,0.9619912405808767
0.650390625,0.9013248619933923,0.6432291666666666,0.8638735314210256
0.6744791666666666,0.8042991744975249,0.7005208333333334,0.7860278859734535
0.7102864583333334,0.7432154516379038,0.7291666666666666,0.7256508047382036
0.7376302083333334,0.6860269041111072,0.7421875,0.6832797875006994
0.7447916666666666,0.6536808609962463,0.7708333333333334,0.6359074550370375
0.767578125,0.6253933819631735,0.7942708333333334,0.626688614487648
0.7760416666666666,0.5946709339817365,0.8046875,0.5774478167295456
0.79296875,0.5698069135348002,0.8046875,0.562372725456953
0.8020833333333334,0.5610852508495251,0.8098958333333334,0.5377205424010754
0.783203125,0.5690303891897202,0.7916666666666666,0.5371597645183405
0.8014322916666666,0.5307518889506658,0.8151041666666666,0.5196576553086439
0.7981770833333334,0.5373478680849075,0.8125,0.5090510000785192
0.8020833333333334,0.516644274815917,0.8125,0.5080802962183952
0.8033854166666666,0.5214683283120394,0.8046875,0.4906466801961263
0.8131510416666666,0.4914349454144637,0.8203125,0.48815302054087323
0.8157552083333334,0.5013255874315897,0.8229166666666666,0.4813499500354131
0.8177083333333334,0.49696448507408303,0.8333333333333334,0.478172704577446
0.8203125,0.489715151488781,0.8333333333333334,0.44145342397193116
0.8248697916666666,0.47820581557850045,0.8463541666666666,0.4678709879517555
0.82421875,0.47893524418274563,0.859375,0.4445837376018365
0.8229166666666666,0.4710004013031721,0.8046875,0.47440097232659656
0.826171875,0.4645011369138956,0.8307291666666666,0.4716983921825886
0.8287760416666666,0.4577317542086045,0.8307291666666666,0.4401017390191555
0.83203125,0.43822212020556134,0.8489583333333334,0.4750881486882766
0.8333333333333334,0.45070636707047623,0.8515625,0.42822029006977874
0.8430989583333334,0.4322106735780835,0.84375,0.42869669385254383
0.8470052083333334,0.42832502846916515,0.8489583333333334,0.47366550626854104
0.8391927083333334,0.4371282647674282,0.8307291666666666,0.45746823586523533
0.837890625,0.437635467077295,0.84375,0.4561476359764735
0.8404947916666666,0.43109918261567753,0.8333333333333334,0.4393073748797178
0.8411458333333334,0.430263285835584,0.8333333333333334,0.45412230119109154
0.8483072916666666,0.42048204814394313,0.8411458333333334,0.4250718193749587
0.84375,0.4105067340036233,0.8385416666666666,0.44624463965495426
0.8470052083333334,0.4153449870646,0.8411458333333334,0.43024190453191596
0.845703125,0.41407034328828257,0.8671875,0.4285819393893083
0.8489583333333334,0.40406502845386666,0.8697916666666666,0.3930910962323348
0.8678385416666666,0.3819639726231496,0.859375,0.4042872233937184
0.8541666666666666,0.40885749738663435,0.8515625,0.4381638305882613
0.8548177083333334,0.38561313319951296,0.859375,0.40275556097428006
0.8580729166666666,0.3946247569595774,0.8489583333333334,0.42995911091566086
0.8606770833333334,0.3862433073421319,0.828125,0.4275971259921789
0.8639322916666666,0.3816280597820878,0.8567708333333334,0.4012637945512931
0.8645833333333334,0.3752940356110533,0.8567708333333334,0.40331801896293956
0.853515625,0.38712394920488197,0.8515625,0.47343747814496356
0.8528645833333334,0.3890787800773978,0.8541666666666666,0.4152081993718942
0.8639322916666666,0.38447487199058134,0.8671875,0.4176887857417266
0.853515625,0.38974479244401056,0.8619791666666666,0.40144253832598525
0.8619791666666666,0.3769730304678281,0.8567708333333334,0.4235003540913264
0.880859375,0.36987599916756153,0.8567708333333334,0.4063355475664139
0.87109375,0.3663494723538558,0.8645833333333334,0.38735686366756755
0.87109375,0.36353822859625023,0.8567708333333334,0.43239072275658447
0.8678385416666666,0.3621949041262269,0.8697916666666666,0.3775900260855754
0.873046875,0.35772759063790244,0.859375,0.40288965962827206
0.8684895833333334,0.37188488089789945,0.8463541666666666,0.40253888815641403
0.8671875,0.36037304997444153,0.8541666666666666,0.4176314305514097
0.8697916666666666,0.35930107813328505,0.8619791666666666,0.38660159582893056
0.8704427083333334,0.357361286568145,0.8489583333333334,0.41635811887681484
0.875,0.3586914308058719,0.8463541666666666,0.45492505344251793
0.8704427083333334,0.36611148994416,0.8515625,0.4271068557476004
0.8723958333333334,0.36332811942944926,0.8463541666666666,0.40899743139743805
0.8717447916666666,0.35066948023935157,0.8515625,0.40514168174316484
0.8795572916666666,0.3545303409919143,0.8541666666666666,0.4107985179871321
0.8802083333333334,0.34425828357537586,0.8411458333333334,0.44238760508596897
0.8776041666666666,0.35911787316824,0.8619791666666666,0.4054839080199599
0.87890625,0.3355871473128597,0.875,0.40983634752531845
0.8795572916666666,0.32998058494801324,0.8567708333333334,0.3694501332938671
0.8782552083333334,0.3382314893727501,0.8671875,0.3639353591327866
